date,inflation_yoy,unemployment_change,ip_employment_proxy,cli_stress,cli_momentum,real_rate,yield_spread,rate_change,indpro_growth,country,RECESSION
1971-03-01,70.34535334637629,,1.1126783625269532,2.1894400000000047,-0.8326199999999915,,,,1.1126783625269532,GBR,0
1971-03-01,-31.321306787074665,0.19999999999999996,-4.752350960425744,1.889169999999993,0.5173799999999886,,,,-4.752350960425744,JPN,0
1971-04-01,-31.428573314285735,1.3000000000000007,0.33232144090780125,-0.1466999999999956,-0.982759999999999,35.87857331428574,-1.38,-3.0599999999999996,0.33232144090780125,USA,0
1971-04-01,41.82083124930309,,-7.018245195869666,0.7253699999999981,0.4760600000000039,-35.46083124930309,-1.54,-3.499999999999999,-7.018245195869666,DEU,0
1971-04-01,,,6.891965265102362,1.062820000000002,0.39925999999999817,,0.9500000000000002,-0.7999999999999998,6.891965265102362,AUS,0
1971-04-01,,1.1999999999999993,-2.9522606240022897,-0.1747000000000014,-1.3496300000000048,,-3.085,-3.9930000000000003,-2.9522606240022897,CAN,0
1971-04-01,-7.304279709724371,,-3.574798816497937,-0.263300000000001,-0.1150999999999982,13.294279709724371,-2.4399999999999995,-2.959999999999999,-3.574798816497937,FRA,0
1971-04-01,67.60934792308223,,-0.0,1.6152299999999968,-1.251100000000008,,,,-0.0,GBR,0
1971-04-01,-24.51453082266928,0.0,-6.851366212373899,1.8942600000000027,0.26151000000000124,,,,-6.851366212373899,JPN,0
1971-05-01,-27.131418560955765,1.1000000000000005,-0.32424529388428436,-0.25679999999999836,-0.6529500000000041,32.11141856095577,-1.4099999999999993,-3.0999999999999996,-0.32424529388428436,USA,0
1971-05-01,59.21963481255057,,-8.871578104630995,0.9711499999999944,0.6118799999999993,-53.05963481255057,-1.8399999999999999,-3.7699999999999996,-8.871578104630995,DEU,0
1971-05-01,,,-2.1139103765516642,1.1851000000000056,0.3816900000000061,,0.9799999999999995,-1.2999999999999998,-2.1139103765516642,AUS,0
1971-05-01,,0.2999999999999998,-5.102497417642193,-0.4766999999999939,-1.143199999999993,,-3.2875000000000005,-3.9525000000000006,-5.102497417642193,CAN,0
1971-05-01,-11.670372600591229,0.09999999999999987,-2.7264244825817574,1.8432200000000023,0.031639999999995894,,,,-2.7264244825817574,JPN,0
1971-05-01,-0.9448890867186921,,-2.9041512603442454,-0.19429999999999836,0.06329999999999814,7.474889086718692,-1.9300000000000006,-2.4899999999999993,-2.9041512603442454,FRA,0
1971-05-01,61.429207794662766,,-5.742396061674526,0.919479999999993,-1.681350000000009,,,,-5.742396061674526,GBR,0
1971-06-01,,,-7.9635040443001515,1.303520000000006,0.36456000000001154,,1.3200000000000003,-0.5499999999999989,-7.9635040443001515,AUS,0
1971-06-01,-2.3629993690385653,0.09999999999999987,-5.232926523597681,1.7578400000000016,-0.1313299999999913,,,,-5.232926523597681,JPN,0
1971-06-01,-3.0973119491128687,,-4.780105793126821,-0.12489999999999668,0.16850000000000875,10.047311949112869,-1.4999999999999991,-2.6399999999999997,-4.780105793126821,FRA,0
